reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
648	QuaintCrane-11953	03/22/2020	5	Great proces	"""Great prices and selection!"""	https://americanaed.com/
649	AmusedLlama	03/19/2020	5	Great deal	"""Super easy to use. Thanks"""	https://americanaed.com/
650	MushyCondor-23260	03/18/2020	5	Best Value and Super Speedy Delivery	"""We received more for less... and it all arrived so much quicker than what we found on other sites. We are impressed!"""	https://americanaed.com/
651	VastAnteater	03/18/2020	5	AED for my business	"""This was a good website and it was easy to order from."""	https://americanaed.com/
652	AmusedLeopard-16120	03/17/2020	4	Keep your heart pumpin	"""Just ordered so not much to say"""	https://americanaed.com/
653	LivelyChameleon-97189	03/17/2020	5	Incredible Service	"""Went online to start researching the purchase of an AED and was barraged by hundreds of sites, often selling reconditioned units. They may have been OK but there's always a doubt.

My doctor suggested calling Phillips. Great service, great knowledge. If anyone were to ask me, I would suggest ONLY going to American AED. Called yesterday to have a demonstration video sent and it showed up immediately."""	https://americanaed.com/
654	muppyj	03/16/2020	5	Happy Shopper	"""Very easy web site to use."""	https://americanaed.com/
655	GloriousMongoose	03/16/2020	5	Very quick and easy	"""description was everything you need and nothing you don't, good pricing and easy checkout. very much appreciated to have an all in one solution for a facility from signage to CPR info."""	https://americanaed.com/
656	CuriousChipmunk-11593	03/14/2020	5	helpful, easy to read site	"""tku for coupon, site was informative"""	https://americanaed.com/
657	WittyFox	03/13/2020	5	excellent website	"""will follow up when aed is received thanks j ruediger"""	https://americanaed.com/
658	EnchantingPanda-77467	03/13/2020	5	Amazing company to work with	"""An amazing company to work with. Ordered an AED for my church and they had it use very quickly."""	https://americanaed.com/
659	HelpfulHorse-96941	03/13/2020	5	Excellent Service! 	"""Great service and delivered on time."""	https://americanaed.com/
660	AnxiousAngelfish	03/13/2020	5	Extremely Satisfied. 	"""I had been searching to purchase an AED for our church.  American AED met and exceeded what we found with others.  Great company to deal with. Hope I never need to use their product but, I feel confident it will perform as needed. Good video’s on its use."""	https://americanaed.com/
661	TenseOstrich	03/12/2020	5	Very Efficient Process	"""The sales rep (Stephen Jankowiak was very helpful in processing the AED order for us and the AED's were delivered on time. The entire purchasing process exceeded our expectations. We will be ordering from AED again."""	https://americanaed.com/
662	DelightfulSheep	03/12/2020	5	American AED	"""It arrived quickly, was exactly as ordered!  Perfect!"""	https://americanaed.com/
663	CharmingMongoose	03/12/2020	5	Thank you. 	"""It is was easy and I had no issues."""	https://americanaed.com/
664	KindCheetah-26723	03/12/2020	5	Helpful and clear	"""The gentleman that helped me was very patient with me.  I have put your company in my contacts.  I will be back."""	https://americanaed.com/
665	CuteWhale-1099	03/12/2020	5	Fast and secure	"""Made two orders through customer service line over the phone. The sales associates made the process fast and easy. AED pads arrived on time and as ordered."""	https://americanaed.com/
666	CuteDragonfly	03/12/2020	5		"""Great customer service and product! Thank you!"""	https://americanaed.com/
667	BlushingBison	03/11/2020	5	Purchased 4 AED's	"""We contacted three different companies about their recommendations for AED's for our cooperative housing.  Each one gave us information, but we were taken with the entire package, including video, that American provided.  Their prices were relatively reasonable. We now have had a training session for our members and an AED installed on each floor of our complex. Our next session we will use the training programs we purchased with the units as well as hands on CPR training. We want each of our members to feel secure in correct emergency  procedures."""	https://americanaed.com/
668	WildOctopus	03/11/2020	5	Great service!	"""Excellent service! Professional"""	https://americanaed.com/
669	NewportSDA	03/11/2020	4		"""I would give a 5 star, but I was initially disappointed because the wrong cabinet was sent, costing me $37 to return it.  However, the new larger cabinet was sent and I believe it is an upgrade with the alarm when the cabinet is opened.  Thank you for that!"""	https://americanaed.com/
670	ToughRhinoceros	03/11/2020	5	All stars 	"""Easy friendly and fast. Thank you !"""	https://americanaed.com/
671	TastyCat-92496	03/11/2020	5	GREAT EXPERIENCE	"""EASY TO FOLLOW INSTRUCTIONS"""	https://americanaed.com/
672	chuckrought	03/11/2020	5	Great Price	"""After speaking with our local FD, they recommended a refurbished AED.  The package, price and warranty are great."""	https://americanaed.com/
673	frontdeskclerknlc	03/11/2020	5	Awesome Sauce	"""My shopping experience was pretty easy to navigate on line. I was able to find any coupon codes though to apply to my order.:smiling_face:"""	https://americanaed.com/
674	WanderingAngelfish-59018	03/10/2020	5	Exciting.  Since we belong to a church with mainly older members, we feel the need to have this available.  	"""Two church members in their late 50's had heart attacks within a 10 day period.  God called us to get this defibrillator for the church.  Thank you."""	https://americanaed.com/
675	bpcl_morrison	03/10/2020	5	Battery Replacements	"""The accessory I needed was easy to find and the order process was easy to follow.  We have been very pleased with our Philips HeartStart Defibrillator."""	https://americanaed.com/
676	BetterRooster	03/10/2020	5		"""Your site is always easy to use."""	https://americanaed.com/
677	CalmStork	03/09/2020	5	Smooth Easy and Painless	"""Purchasing a defibrillator from American AED was so easy.  Everything was well labeled so I knew exactly what I was getting.  I even got a $100 discount!"""	https://americanaed.com/
678	WildOtter	03/09/2020	5		"""yOUR KIT IS COMPLETE, WHERE OTHERS CHARGE EXTRA FOR THE SAME KIT"""	https://americanaed.com/
679	WildWolf-5791	03/09/2020	5	Easy transaction	"""I have been looking for an AED for my practice for a while and this has been the easiest purchase I have experienced.  Thank you"""	https://americanaed.com/
680	rajeevba	03/09/2020	5	Very good ordering experience	"""Product not received yet though"""	https://americanaed.com/
681	PleasantOstrich	03/06/2020	5	So easy!	"""No problems.  Love the free shipping"""	https://americanaed.com/
682	CarefulJackal	03/06/2020	5	easy to buy	"""Found this same product for the same price on several sites. The coupon code saved me $$$ and checkout was a single page. Purchased my defibrillator in under five minutes."""	https://americanaed.com/
683	juliepickens	03/06/2020	5	Great Service	"""Thank you for creating a package for churches that is affordable."""	https://americanaed.com/
684	akjohnson-59166	03/05/2020	5	Great LIVE Chat with Steve!	"""I was almost ready to check out, but had a question.  I joined the live chat, had the answer to my question within a couple of minutes, and made my purchase with no problems!!"""	https://americanaed.com/
685	jimkuykendall	03/04/2020	5	Easy Ordering	"""Easier than I thought it would be, to order on line, thanks."""	https://americanaed.com/
686	tlentz121	03/04/2020	5	Easy AED Purchace	"""Very smooth purchase of all that is needed for a fully equipped AED kit!"""	https://americanaed.com/
687	pjh6851	03/03/2020	4	SPUCC	"""Like that it is one I'm familiar with and comes with mounting case."""	https://americanaed.com/
688	tkuehneman	03/03/2020	5	Easy Peezy	"""Great deals and very simple to order. Thank you!!"""	https://americanaed.com/
689	robinanne56	02/26/2020	4	Ordering pads easy!	"""It was easy to find and buy the pads I needed."""	https://americanaed.com/
690	businessmanager-63136	02/26/2020	5	Easy to find what i need	"""Easy to find what i need."""	https://americanaed.com/
691	twoolard	02/26/2020	5	Saving Lives	"""This product is packaged so we have everything we need!"""	https://americanaed.com/
692	ahinton-91058	02/25/2020	5	AED Purchase	"""Just made this purchase so I don't have much to say until after I receive the product."""	https://americanaed.com/
693	timalbert-84483	02/24/2020	5	Good experience	"""Quick, easy and painless ordering process."""	https://americanaed.com/
694	tresaward	02/24/2020	5	You Rock	"""Thanks so much for this awesome Church Program. Without it we probably wouldn't have been able to afford this life saving valuable equipment. You're truly a blessing!"""	https://americanaed.com/
695	buy151	02/23/2020	5	Products always in stock	"""They always have all the products in stock with very good prices. Customver service is always professional"""	https://americanaed.com/
696	bradf-49040	02/21/2020	5	satisfied costumer	"""nice website and easy to order"""	https://americanaed.com/
697	eamador	02/20/2020	5	Order 	"""easy and fast to place order"""	https://americanaed.com/
698	accounting-15200	02/20/2020	5	Live Chat taught me how to buy	"""Great chat with rep gave me ALL the information I needed to make an informed purchase"""	https://americanaed.com/
699	palulah	02/19/2020	5		"""We were needing an AED at our Church. A friend  of mine sent me this link. The fact that you have a package already set up for Churches is awesome. I am a RN and look forward to receiving our AED.  Unfortunately, we have had to call 911 several times in our Church. Our hope is that our pads expire before we ever need them."""	https://americanaed.com/
700	walterbaskerville	02/19/2020	5	Thanks a bunch	"""sure that catchy title has been used b4, all the same thanks"""	https://americanaed.com/
701	Susan-52876	02/18/2020	5	Quick and Simple	"""Website was simple and easy to find the information I needed"""	https://americanaed.com/
702	SandyBrownSeal	02/18/2020	5	Easy Purchase	"""Great deal on the product"""	https://americanaed.com/
703	gayliachadwick	02/17/2020	5	Perryville	"""Very easy to order find, review and place order."""	https://americanaed.com/
704	awilson-76899	02/17/2020	5	Call answered questions	"""I called about a month ago and the gentleman who assisted me was able to answer all my questions. I'm embarrassed that I lost the paper with his name, but he gave me confidence in ordering the product.  Thanks"""	https://americanaed.com/
